main_sound,level,hanja,meaning
반,특급,鞶,가죽띠
반,특급,胖,살찔
발,6급Ⅱ,發,필
발,4급,髮,터럭
발,3급Ⅱ,拔,뽑을
발,2급,渤,바다이름
발,2급,鉢,바리때
발,1급,跋,밟을
발,1급,勃,노할
발,1급,魃,가물
발,1급,醱,술괼
발,1급,潑,물뿌릴
발,1급,撥,다스릴
발,특급,茇,풀뿌리
발,특급,浡,우쩍일어날
발,특급,軷,길제사
방,7급Ⅱ,方,모棱
방,6급Ⅱ,放,놓을
방,4급Ⅱ,防,막을
방,4급Ⅱ,房,방
방,4급Ⅱ,訪,찾을
방,4급,妨,방해할
방,3급Ⅱ,芳,꽃다울
방,3급,倣,본뜰
방,3급,傍,곁
방,3급,邦,나라
방,2급,紡,길쌈
방,2급,旁,곁
방,2급,龐,높은집
방,1급,彷,헤맬
방,1급,尨,삽살개
방,1급,謗,헐뜯을
방,1급,坊,동네
방,1급,膀,오줌통
방,1급,幇,도울
방,1급,昉,밝을
방,1급,肪,기름
방,1급,榜,방(榜)붙일
방,1급,枋,다목
방,특급Ⅱ,蒡,우엉
방,특급Ⅱ,滂,비퍼부을
방,특급Ⅱ,磅,돌떨어지는소리
방,특급Ⅱ,舫,쌍배
방,특급Ⅱ,蚌,조개
방,특급,厖,클
방,특급,雱,눈내릴
방,특급,逄,막을
방,특급,魴,방어
방,특급,幫,도울
배,5급,倍,곱
배,4급Ⅱ,拜,절
배,4급Ⅱ,背,등
배,4급Ⅱ,配,나눌
배,3급Ⅱ,輩,무리
배,3급Ⅱ,培,북돋울
배,3급Ⅱ,排,밀칠
배,3급,杯,잔
배,2급,賠,물어줄
배,2급,俳,배우
배,2급,裵,성(姓)
배,1급,陪,모실
배,1급,胚,아기밸
배,1급,湃,물결칠
배,1급,徘,어정거릴
배,특급Ⅱ,裴,성裵
배,특급Ⅱ,盃,잔杯
배,특급Ⅱ,褙,배자
배,특급Ⅱ,焙,불쬘
배,특급,桮,술잔
백,8급,白,흰
백,7급,百,일백
백,3급Ⅱ,伯,맏
백,2급,柏,측백
백,1급,魄,넋
백,1급,帛,비단
백,특급Ⅱ,栢,측백柏
백,특급Ⅱ,佰,우두머리
번,6급,番,차례
번,3급Ⅱ,繁,번성할
번,3급,飜,번역할
번,3급,煩,번거로울
번,1급,藩,울타리
번,1급,蕃,불을
번,특급Ⅱ,樊,울
번,특급Ⅱ,燔,구울
번,특급Ⅱ,幡,기
번,특급,翻,날
번,특급,蘩,흰쑥
번,특급,袢,속옷
번,특급,墦,무덤
벌,4급Ⅱ,罰,벌할
벌,4급Ⅱ,伐,칠討
벌,2급,閥,문벌
벌,2급,筏,뗏목
범,4급,犯,범할
범,4급,範,법
범,3급Ⅱ,凡,무릇
범,2급,汎,넓을
범,2급,范,성(姓)
범,1급,帆,돛
범,1급,梵,불경
범,1급,氾,넘칠
범,1급,泛,뜰
범,특급,杋,나무이름
법,5급Ⅱ,法,법
법,특급Ⅱ,琺,법랑
벽,4급Ⅱ,壁,벽
벽,3급Ⅱ,碧,푸를
벽,2급,僻,궁벽할
벽,1급,癖,버릇
벽,1급,劈,쪼갤
벽,1급,闢,열
벽,1급,擘,엄지손가락
벽,1급,璧,구슬
벽,특급Ⅱ,霹,벼락
벽,특급Ⅱ,蘗,황경나무
벽,특급Ⅱ,檗,황벽나무
벽,특급,辟,물리칠
벽,특급,甓,벽돌
변,5급Ⅱ,變,변할
변,4급Ⅱ,邊,가側
변,4급,辯,말씀
변,3급,辨,분별할
변,2급,弁,고깔
변,2급,卞,성(姓)
변,특급Ⅱ,騈,쌍말
변,특급,籩,제기이름
변,특급,釆,나눌
별,6급,別,다를
별,1급,鼈,자라
별,1급,瞥,눈깜짝할
별,특급Ⅱ,鱉,자라鼈
병,6급,病,병
병,5급Ⅱ,兵,병사
병,3급Ⅱ,丙,남녘
병,3급,竝,나란히
병,3급,屛,병풍
병,2급,倂,아우를
병,2급,昺,밝을
병,2급,昞,밝을
병,2급,秉,잡을
병,2급,柄,자루
병,2급,炳,불꽃
병,1급,甁,병
병,1급,餠,떡
병,특급Ⅱ,棅,자루柄
병,특급Ⅱ,幷,아우를
병,특급Ⅱ,輧,수레
병,특급,荓,풀이름
병,특급,怲,근심할
병,특급,迸,흩어질
병,특급,缾,병
보,4급Ⅱ,保,지킬
보,4급Ⅱ,步,걸음
보,4급Ⅱ,報,갚을
보,4급Ⅱ,寶,보배
보,4급,普,넓을
보,3급Ⅱ,譜,족보
보,3급Ⅱ,補,기울
보,2급,甫,클
보,2급,輔,도울
보,2급,潽,물이름
보,1급,菩,보살
보,1급,堡,작은성
보,1급,洑,보
보,특급Ⅱ,褓,포대기
보,특급Ⅱ,湺,사람이름
보,특급Ⅱ,珤,보배寶
보,특급,鴇,너새
보,특급,黼,수놓은옷
복,6급,服,옷
복,5급Ⅱ,福,복
복,4급Ⅱ,復,회복할
복,4급,伏,엎드릴
복,4급,複,겹칠
복,3급Ⅱ,覆,덮을
복,3급Ⅱ,腹,배
복,3급,卜,점
복,2급,馥,향기
복,1급,鰒,전복
복,1급,僕,종
복,1급,匐,길
복,1급,輻,바퀴살
복,특급Ⅱ,輹,바퀴통
복,특급Ⅱ,宓,성(姓)
복,특급Ⅱ,蔔,무
복,특급Ⅱ,茯,복령
복,특급,濮,물이름
복,특급,楅,뿔막이
복,특급,葍,순무
복,특급,扑,칠
복,특급,鍑,솥
본,6급,本,근본
볼,특급Ⅱ,乶,땅이름
봉,5급Ⅱ,奉,받들
봉,3급Ⅱ,鳳,봉새
봉,3급Ⅱ,封,봉할
봉,3급Ⅱ,峯,봉우리
봉,3급Ⅱ,逢,만날
봉,3급,蜂,벌
봉,2급,俸,녹(祿)
봉,2급,縫,꿰맬
봉,2급,蓬,쑥
봉,1급,鋒,칼날
봉,1급,烽,봉화
봉,1급,捧,받들
봉,1급,棒,막대
봉,특급Ⅱ,琫,칼장식
봉,특급Ⅱ,峰,멧부리
봉,특급Ⅱ,熢,내자옥할
봉,특급,菶,풀우거질
봉,특급,丰,예쁠
봉,특급,唪,크게웃을
봉,특급,葑,순무
봉,특급,芃,풀무성할
부,8급,父,아비
부,7급,夫,지아비
부,6급Ⅱ,部,떼
부,4급Ⅱ,府,마을官廳
부,4급Ⅱ,富,부자
부,4급Ⅱ,副,버금
부,4급Ⅱ,婦,며느리
부,4급,否,아닐
부,4급,負,질荷
부,3급Ⅱ,符,부호
부,3급Ⅱ,付,부칠
부,3급Ⅱ,浮,뜰
부,3급Ⅱ,賦,부세
부,3급Ⅱ,腐,썩을
부,3급Ⅱ,附,붙을
부,3급Ⅱ,簿,문서
부,3급Ⅱ,扶,도울
부,3급,赴,다다를趨而至
부,2급,敷,펼
부,2급,膚,살갗
부,2급,傅,스승
부,2급,釜,가마鬴
부,2급,阜,언덕
부,1급,賻,부의
부,1급,駙,부마
부,1급,訃,부고
부,1급,芙,연꽃
부,1급,腑,육부(六腑)
부,1급,斧,도끼
부,1급,埠,부두
부,1급,咐,분부할
부,1급,剖,쪼갤
부,1급,俯,구부릴
부,1급,孵,알깔
부,특급Ⅱ,孚,믿을
부,특급Ⅱ,鳧,물오리
부,특급Ⅱ,趺,가부좌할
부,특급Ⅱ,艀,거룻배
부,특급Ⅱ,溥,넓을
부,특급Ⅱ,缶,장군
부,특급Ⅱ,莩,갈청
부,특급,祔,합장할
부,특급,拊,어루만질
부,특급,痡,앓을
부,특급,紑,옷깨끗할
부,특급,鈇,작두
부,특급,裒,모을
부,특급,蜉,하루살이
부,특급,芣,질경이
부,특급,鮒,붕어
부,특급,掊,헤칠
부,특급,罦,덮을
부,특급,俘,사로잡을
부,특급,桴,대마루
북,8급,北,북녘
분,6급Ⅱ,分,나눌
분,4급,粉,가루
분,4급,憤,분할
분,3급Ⅱ,奔,달릴
분,3급Ⅱ,奮,떨칠
분,3급Ⅱ,紛,어지러울
분,3급,墳,무덤
분,2급,芬,향기
분,1급,扮,꾸밀
분,1급,雰,눈날릴
분,1급,盆,동이
분,1급,焚,불사를
분,1급,吩,분부할
분,1급,噴,뿜을
분,1급,忿,성낼
분,1급,糞,똥
분,특급Ⅱ,昐,햇빛
분,특급Ⅱ,汾,물이름
분,특급Ⅱ,賁,클
분,특급,幩,재갈장식
분,특급,鼖,큰북
분,특급,饙,찐밥
분,특급,苯,우거질
분,특급,蕡,열매많을
분,특급,濆,물가
분,특급,棼,어지러울
분,특급,枌,흰느릅나무
분,특급,豶,불깐去勢돼지
불,7급Ⅱ,不,아닐
불,4급Ⅱ,佛,부처
불,3급Ⅱ,拂,떨칠
불,2급,弗,아닐
불,1급,彿,비슷할
불,특급,紼,인끈
불,특급,咈,어길
불,특급,紱,인끈
불,특급,笰,수레가리개
불,특급,巿,슬갑
불,특급,黻,슬갑
불,특급,茀,우거질
불,특급,艴,성발끈낼
불,특급,芾,슬갑
붕,3급,崩,무너질
붕,3급,朋,벗
붕,2급,鵬,새
붕,1급,棚,사다리
붕,1급,硼,붕사(硼砂)
붕,1급,繃,묶을
비,5급,比,견줄
비,5급,費,쓸
비,5급,鼻,코
비,4급Ⅱ,飛,날
비,4급Ⅱ,備,갖출
비,4급Ⅱ,非,아닐
비,4급Ⅱ,悲,슬플
비,4급,批,비평할
비,4급,祕,숨길
비,4급,碑,비석
비,3급Ⅱ,妃,왕비
비,3급Ⅱ,婢,계집종
비,3급Ⅱ,肥,살찔
비,3급Ⅱ,卑,낮을
비,2급,匪,비적
비,2급,泌,분비할
비,2급,丕,클
비,2급,毖,삼갈
비,2급,毘,도울
비,1급,誹,헐뜯을
비,1급,砒,비상
비,1급,妣,죽은어미
비,1급,鄙,더러울
비,1급,譬,비유할
비,1급,裨,도울
비,1급,臂,팔
비,1급,脾,지라
비,1급,翡,물총새
비,1급,扉,사립문
비,1급,秕,쭉정이
비,1급,痺,저릴
비,1급,琵,비파
비,1급,沸,끓을
비,1급,憊,고단할
비,1급,匕,비수
비,1급,蜚,바퀴
비,1급,庇,덮을
비,1급,緋,비단
비,특급Ⅱ,斐,아롱질
비,특급Ⅱ,榧,비자나무
비,특급Ⅱ,枇,비파나무
비,특급Ⅱ,粃,쭉정이
비,특급Ⅱ,菲,엷을
비,특급Ⅱ,秘,숨길祕
비,특급Ⅱ,毗,도울
비,특급,閟,닫을
비,특급,剕,발벨
비,특급,圮,무너질
비,특급,埤,더할
비,특급,庳,낮을
비,특급,悱,분할
비,특급,棐,도지개
비,특급,淠,물이름
비,특급,紕,꾸밀
비,특급,腓,장딴지
비,특급,俾,하여금
비,특급,轡,고삐
비,특급,痹,저릴
비,특급,霏,눈펄펄내릴
비,특급,騑,곁마
비,특급,伾,힘셀
비,특급,奰,장대할
비,특급,岯,산겹칠
비,특급,朏,초승달
비,특급,畀,줄
비,특급,秠,검은기장
비,특급,篚,대광주리
비,특급,鞞,마상북
비,특급,駓,황부루
비,특급,貔,맹수이름
비,특급,羆,곰
비,특급,仳,떠날
빈,4급Ⅱ,貧,가난할
빈,3급,賓,손
빈,3급,頻,자주
빈,2급,彬,빛날
빈,1급,殯,빈소
빈,1급,濱,물가
빈,1급,嬪,궁녀벼슬이름
빈,1급,嚬,찡그릴
빈,1급,瀕,물가
빈,특급Ⅱ,檳,빈랑나무
빈,특급Ⅱ,浜,물가
빈,특급Ⅱ,牝,암컷
빈,특급Ⅱ,玭,진주
빈,특급Ⅱ,斌,빛날
빈,특급,繽,어지러울
빈,특급,邠,나라이름
빈,특급,璸,옥의무늬
빈,특급,儐,인도할
빈,특급,擯,물리칠
빈,특급,鬢,살쩍
빈,특급,豳,나라이름
빈,특급,蠙,진주조개
빈,특급,蘋,마름
빙,5급,氷,얼음
빙,3급,聘,부를
빙,2급,馮,탈乘
빙,1급,憑,비길依
빙,특급Ⅱ,騁,달릴
사,8급,四,넉
사,7급Ⅱ,事,일
사,6급Ⅱ,社,모일
사,6급,使,하여금
사,6급,死,죽을
사,5급Ⅱ,史,사기(史記)
사,5급Ⅱ,士,선비
사,5급Ⅱ,仕,섬길
사,5급,寫,베낄
사,5급,思,생각
사,5급,査,조사할
사,4급Ⅱ,寺,절
사,4급Ⅱ,師,스승
사,4급Ⅱ,謝,사례할
사,4급Ⅱ,舍,집
사,4급,辭,말씀
사,4급,私,사사(私事)
사,4급,絲,실
사,4급,射,쏠
사,3급Ⅱ,邪,간사할
사,3급Ⅱ,沙,모래
사,3급Ⅱ,司,맡을
사,3급Ⅱ,蛇,긴뱀
사,3급Ⅱ,斜,비낄
사,3급Ⅱ,詞,말
사,3급Ⅱ,祀,제사
사,3급,巳,뱀
사,3급,捨,버릴
사,3급,斯,이
사,3급,詐,속일
사,3급,賜,줄
사,3급,似,닮을
사,2급,赦,용서할
사,2급,飼,기를
사,2급,唆,부추길
사,2급,泗,물이름
사,1급,些,적을
사,1급,麝,사향노루
사,1급,祠,사당
사,1급,紗,비단
사,1급,嗣,이을
사,1급,奢,사치할
사,1급,娑,춤출
사,1급,徙,옮길
사,1급,瀉,쏟을
사,1급,獅,사자
사,1급,蓑,도롱이
사,특급Ⅱ,篩,체
사,특급Ⅱ,肆,방자할
사,특급Ⅱ,俟,기다릴
사,특급Ⅱ,渣,찌끼
사,특급Ⅱ,梭,북織具
사,특급Ⅱ,柶,숟가락
사,특급Ⅱ,僿,잘게부술
사,특급Ⅱ,裟,가사(袈裟)
사,특급Ⅱ,砂,모래
사,특급Ⅱ,乍,잠깐
사,특급Ⅱ,莎,사초
사,특급Ⅱ,伺,엿볼
사,특급Ⅱ,駟,사마(駟馬)
사,특급,鯊,상어
사,특급,耜,따비
사,특급,笥,옷상자
사,특급,戺,문지방
사,특급,涘,물가
사,특급,簑,도롱이
사,특급,傞,취한춤
사,특급,汜,늪
사,특급,榭,정자
사,특급,糸,실
사,특급,葸,겁낼
사,특급,蓰,다섯곱
사,특급,蹝,천천히걸을
삭,3급Ⅱ,削,깎을
삭,3급,朔,초하루
삭,특급,鑠,쇠녹일
산,8급,山,메
산,7급,算,셈
산,5급Ⅱ,産,낳을
산,4급,散,흩을
산,2급,傘,우산
산,2급,酸,실味覺
산,1급,疝,산증(疝症)
산,1급,珊,산호
산,1급,刪,깎을
산,특급Ⅱ,汕,오구
산,특급Ⅱ,蒜,마늘
산,특급Ⅱ,霰,싸락눈
산,특급,潸,눈물줄줄흘릴
살,4급Ⅱ,殺,죽일
살,1급,撒,뿌릴
살,1급,煞,죽일
살,1급,薩,보살
살,특급Ⅱ,乷,땅이름
삼,8급,三,석
삼,3급Ⅱ,森,수풀
삼,2급,蔘,삼
삼,1급,滲,스밀
삼,특급Ⅱ,衫,적삼
삼,특급Ⅱ,杉,삼나무
삼,특급Ⅱ,芟,풀벨
삽,2급,揷,꽂을
삽,1급,澁,떫을
삽,특급Ⅱ,鈒,새길
삽,특급Ⅱ,颯,바람소리
삽,특급,歃,마실
상,7급Ⅱ,上,윗
상,5급Ⅱ,商,장사
상,5급Ⅱ,相,서로
상,5급,賞,상줄
상,4급Ⅱ,常,떳떳할
상,4급Ⅱ,床,상
상,4급Ⅱ,想,생각
상,4급Ⅱ,狀,형상
상,4급,傷,다칠
상,4급,象,코끼리
상,3급Ⅱ,霜,서리
상,3급Ⅱ,裳,치마
상,3급Ⅱ,桑,뽕나무
상,3급Ⅱ,喪,잃을
상,3급Ⅱ,詳,자세할
상,3급Ⅱ,尙,오히려
상,3급Ⅱ,像,모양
상,3급Ⅱ,償,갚을
상,3급,祥,상서
상,3급,嘗,맛볼
상,2급,箱,상자
상,2급,庠,학교
상,1급,爽,시원할
상,1급,翔,날飛
상,1급,觴,잔
상,1급,孀,홀어미
상,특급Ⅱ,牀,평상床
상,특급Ⅱ,峠,고개
상,특급Ⅱ,橡,상수리
상,특급Ⅱ,廂,곁채
상,특급Ⅱ,湘,물이름
상,특급,鱨,자가사리
상,특급,塽,높고밝은땅
상,특급,殤,어려서죽을
상,특급,顙,이마
새,1급,璽,옥새(玉璽)
새,특급Ⅱ,賽,굿할
색,7급,色,빛
색,3급Ⅱ,索,찾을
색,3급Ⅱ,塞,막힐
색,1급,嗇,아낄
색,특급Ⅱ,穡,거둘
생,8급,生,날
생,1급,牲,희생
생,1급,甥,생질
생,특급Ⅱ,笙,생황
생,특급,眚,재앙
서,8급,西,서녘
서,6급Ⅱ,書,글
서,5급,序,차례
서,3급Ⅱ,恕,용서할
서,3급Ⅱ,緖,실마리
서,3급Ⅱ,徐,천천할
서,3급Ⅱ,署,마을官廳
서,3급,暑,더울
서,3급,敍,펼
서,3급,逝,갈往
서,3급,庶,여러
서,3급,誓,맹세할
서,2급,瑞,상서
서,2급,舒,펼
서,1급,抒,풀
서,1급,棲,깃들일
서,1급,犀,무소
서,1급,胥,서로
서,1급,薯,감자
서,1급,黍,기장
서,1급,嶼,섬
서,1급,曙,새벽
서,1급,鼠,쥐
서,1급,壻,사위
서,특급Ⅱ,絮,솜
서,특급Ⅱ,筮,점대
서,특급Ⅱ,栖,깃들일棲
서,특급Ⅱ,鋤,호미
서,특급Ⅱ,墅,농막
서,특급Ⅱ,捿,깃들일
서,특급,鱮,연어
서,특급,噬,씹을
서,특급,婿,사위
서,특급,湑,이슬맺힐
서,특급,澨,물가
서,특급,紓,늘어질
서,특급,諝,슬기
서,특급,癙,근심병
서,특급,藇,아름다울
석,7급,夕,저녁
석,6급,席,자리
석,6급,石,돌
석,3급Ⅱ,惜,아낄
석,3급Ⅱ,釋,풀
석,3급,昔,예古
석,3급,析,쪼갤
석,2급,碩,클
석,2급,錫,주석
석,2급,奭,클
석,2급,晳,밝을
석,1급,潟,개펄
석,특급Ⅱ,蓆,클
석,특급Ⅱ,汐,조수
석,특급Ⅱ,淅,쌀일
석,특급,鼫,다람쥐
석,특급,螫,쏠
석,특급,裼,벗어맬
석,특급,腊,육포
석,특급,鉐,놋쇠
석,특급,舃,신
선,8급,先,먼저
선,6급Ⅱ,線,줄
선,5급Ⅱ,鮮,고울
선,5급Ⅱ,仙,신선
선,5급,善,착할
선,5급,選,가릴
선,5급,船,배
선,4급,宣,베풀
선,3급Ⅱ,禪,선
선,3급Ⅱ,旋,돌廻
선,2급,繕,기울
선,2급,璇,옥
선,2급,瑄,도리옥
선,2급,璿,구슬
선,1급,煽,부채질할
선,1급,銑,무쇠
선,1급,膳,선물
선,1급,羨,부러워할
선,1급,扇,부채
선,1급,腺,샘
선,특급Ⅱ,詵,말전할
선,특급Ⅱ,僊,춤훨훨출
선,특급Ⅱ,鐥,대야
선,특급Ⅱ,琁,옥
선,특급Ⅱ,蟬,매미
선,특급Ⅱ,蘚,이끼
선,특급Ⅱ,饍,반찬膳
선,특급Ⅱ,癬,버짐
선,특급Ⅱ,嬋,고울
선,특급Ⅱ,跣,맨발
선,특급Ⅱ,渲,바림
선,특급Ⅱ,敾,사람이름
선,특급,墡,흰흙
선,특급,愃,상쾌할
선,특급,僎,갖출
선,특급,墠,제터
선,특급,毨,털갈
선,특급,珗,옥돌
설,6급Ⅱ,雪,눈
설,5급Ⅱ,說,말씀
설,4급Ⅱ,設,베풀
설,4급,舌,혀
설,2급,薛,성(姓)
설,2급,卨,사람이름
설,1급,屑,가루
설,1급,泄,샐
설,1급,洩,샐
설,1급,渫,파낼
설,특급Ⅱ,齧,깨물
설,특급Ⅱ,褻,무람없을
설,특급Ⅱ,楔,문설주
설,특급,暬,설만할
설,특급,偰,맑을
설,특급,紲,고삐
설,특급,挈,끌
설,특급,絏,맬
섬,2급,纖,가늘
섬,2급,陝,땅이름
섬,2급,蟾,두꺼비
섬,2급,暹,햇살치밀
섬,1급,閃,번쩍일
섬,1급,殲,다죽일
섬,특급Ⅱ,贍,넉넉할
섬,특급,憸,아첨할
섭,3급,攝,다스릴
섭,3급,涉,건널
섭,2급,燮,불꽃
섭,특급,韘,깍지
성,7급Ⅱ,姓,성
성,6급Ⅱ,成,이룰
성,6급Ⅱ,省,살필
성,5급Ⅱ,性,성품
성,4급Ⅱ,誠,정성
성,4급Ⅱ,聲,소리
성,4급Ⅱ,盛,성할
성,4급Ⅱ,聖,성인
성,4급Ⅱ,城,재
성,4급Ⅱ,星,별
성,2급,晟,밝을
성,1급,醒,깰
성,특급Ⅱ,惺,깨달을
성,특급Ⅱ,腥,비릴
성,특급Ⅱ,珹,옥이름
성,특급Ⅱ,宬,서고
성,특급Ⅱ,猩,성성이
성,특급Ⅱ,筬,바디
성,특급,瑆,옥빛
성,특급,騂,붉은소
성,특급,娍,아름다울
세,7급Ⅱ,世,인간
세,5급Ⅱ,洗,씻을
세,5급Ⅱ,歲,해
세,4급Ⅱ,勢,형세
세,4급Ⅱ,稅,세금
세,4급Ⅱ,細,가늘
세,2급,貰,세놓을
세,특급Ⅱ,笹,가는대細竹
세,특급,帨,수건
소,8급,小,작을
소,7급,少,적을
소,7급,所,바
소,6급Ⅱ,消,사라질
소,4급Ⅱ,笑,웃음
소,4급Ⅱ,掃,쓸掃除
소,4급Ⅱ,素,본디
소,3급Ⅱ,訴,호소할
소,3급Ⅱ,燒,사를
소,3급Ⅱ,疏,소통할
소,3급Ⅱ,蘇,되살아날
소,3급,召,부를
소,3급,昭,밝을
소,3급,蔬,나물
소,3급,騷,떠들
소,2급,紹,이을
소,2급,沼,못
소,2급,巢,새집
소,2급,邵,땅이름
소,1급,簫,퉁소
소,1급,塑,흙빚을
소,1급,遡,거스를
소,1급,逍,노닐
소,1급,蕭,쓸쓸할
소,1급,瘙,피부병
소,1급,疎,성길
소,1급,甦,깨어날
소,1급,梳,얼레빗
소,1급,宵,밤夜
소,1급,搔,긁을
소,특급Ⅱ,嘯,휘파람
소,특급Ⅱ,瀟,물이름
소,특급Ⅱ,銷,쇠녹일
소,특급Ⅱ,溯,거슬러올라갈
소,특급Ⅱ,篠,조릿대
소,특급Ⅱ,韶,풍류
소,특급Ⅱ,炤,밝을
소,특급,愬,하소연할
소,특급,艘,배
소,특급,蛸,갈거미
소,특급,玿,아름다운옥
소,특급,埽,쓸
소,특급,翛,날개소리
소,특급,繅,고치켤
소,특급,蠨,갈거미
소,특급,霄,하늘
소,특급,愫,정성
소,특급,慅,소란스러울
소,특급,柖,나무흔들릴
속,6급,速,빠를
속,5급Ⅱ,束,묶을
속,4급Ⅱ,續,이을
속,4급Ⅱ,俗,풍속
속,4급,屬,붙일
속,3급,粟,조
속,1급,贖,속죄할
속,특급Ⅱ,涑,물이름
속,특급Ⅱ,謖,일어날
속,특급,餗,삶은나물
속,특급,樕,참나무
속,특급,蔌,푸성귀
속,특급,觫,곱송그릴
속,특급,藚,쇠귀나물
손,6급,孫,손자
손,4급,損,덜
손,1급,遜,겸손할
손,특급Ⅱ,蓀,향풀
손,특급Ⅱ,巽,부드러울
손,특급Ⅱ,飡,밥
손,특급,飱,저녁밥
손,특급,飧,저녁밥
솔,특급,蟀,귀뚜라미
송,4급Ⅱ,送,보낼
송,4급,頌,기릴
송,4급,松,소나무
송,3급Ⅱ,訟,송사할
송,3급,誦,욀
송,2급,宋,성(姓)
송,1급,悚,두려울
송,특급Ⅱ,淞,물이름
송,특급,竦,공경할
쇄,3급Ⅱ,鎖,쇠사슬
쇄,3급Ⅱ,刷,인쇄할
쇄,1급,碎,부술
쇄,1급,灑,뿌릴
쇄,특급,洒,뿌릴
쇄,특급,瑣,옥가루
쇠,3급Ⅱ,衰,쇠할
쇠,특급Ⅱ,釗,쇠
수,8급,水,물
수,7급Ⅱ,手,손
수,7급,數,셈
수,6급,樹,나무
수,5급Ⅱ,首,머리
수,4급Ⅱ,修,닦을
수,4급Ⅱ,受,받을
수,4급Ⅱ,守,지킬
수,4급Ⅱ,授,줄
수,4급Ⅱ,收,거둘
수,4급,秀,빼어날
수,3급Ⅱ,愁,근심
수,3급Ⅱ,壽,목숨
수,3급Ⅱ,帥,장수
수,3급Ⅱ,殊,다를
수,3급Ⅱ,輸,보낼
수,3급Ⅱ,隨,따를
수,3급Ⅱ,需,쓰일
수,3급Ⅱ,垂,드리울
수,3급Ⅱ,獸,짐승
수,3급,睡,졸음
수,3급,須,모름지기
수,3급,雖,비록
수,3급,誰,누구
수,3급,搜,찾을
수,3급,囚,가둘
수,3급,遂,드디어
수,2급,銖,저울눈
수,2급,隋,수나라
수,2급,洙,물가
수,1급,蒐,모을
수,1급,嫂,형수
수,1급,戍,수자리
수,1급,髓,뼛골
수,1급,酬,갚을
수,1급,袖,소매
수,1급,羞,부끄러울
수,1급,狩,사냥할
수,1급,繡,수놓을
수,1급,粹,순수할
수,1급,竪,세울
수,1급,穗,이삭
수,1급,瘦,여윌
수,1급,讎,원수
수,특급Ⅱ,蓚,수산
수,특급Ⅱ,綬,인끈
수,특급Ⅱ,綏,편안할
수,특급Ⅱ,琇,옥돌
수,특급Ⅱ,鬚,수염
수,특급Ⅱ,漱,양치할
수,특급Ⅱ,峀,산굴岫
수,특급Ⅱ,銹,쇳녹날
수,특급Ⅱ,嗽,기침할
수,특급Ⅱ,邃,깊을
수,특급Ⅱ,璲,패옥
수,특급Ⅱ,藪,숲
수,특급Ⅱ,隧,길路
수,특급Ⅱ,讐,원수
수,특급Ⅱ,燧,봉화
수,특급Ⅱ,茱,수유
수,특급Ⅱ,岫,산굴
수,특급Ⅱ,脩,길長
수,특급,魗,미워할
수,특급,叟,늙은이
수,특급,售,팔
수,특급,廋,숨길
수,특급,殳,창
수,특급,濉,물이름
수,특급,睟,바로볼
수,특급,瞍,소경
수,특급,豎,세울
수,특급,檖,산배
수,특급,繻,고운비단
수,특급,穟,벼이삭
숙,5급Ⅱ,宿,잘
숙,4급,叔,아재비
숙,4급,肅,엄숙할
숙,3급Ⅱ,淑,맑을
숙,3급Ⅱ,熟,익을
숙,3급,孰,누구
숙,1급,夙,이를
숙,1급,菽,콩
숙,1급,塾,글방
숙,특급Ⅱ,琡,옥이름
숙,특급Ⅱ,璹,옥그릇
숙,특급Ⅱ,潚,물맑을
숙,특급,橚,무성할
숙,특급,俶,비롯할
순,5급Ⅱ,順,순할
순,4급Ⅱ,純,순수할
순,3급Ⅱ,旬,열흘
순,3급Ⅱ,瞬,눈깜짝일
순,3급Ⅱ,巡,돌廻
순,3급,循,돌環
순,3급,殉,따라죽을
순,3급,脣,입술
순,2급,盾,방패
순,2급,舜,순임금
순,2급,珣,옥이름
순,2급,淳,순박할
순,2급,洵,참으로
순,2급,荀,풀이름
순,1급,醇,전국술
순,1급,筍,죽순
순,1급,馴,길들일
순,특급Ⅱ,詢,물을
순,특급Ⅱ,錞,악기이름
순,특급Ⅱ,徇,부릴
순,특급Ⅱ,恂,미쁠
순,특급Ⅱ,栒,나무이름
순,특급Ⅱ,楯,난간
순,특급Ⅱ,橓,무궁화나무
순,특급Ⅱ,蓴,순채
순,특급Ⅱ,諄,거듭이를
순,특급Ⅱ,蕣,무궁화
순,특급,漘,물가
순,특급,犉,입술검은누렁소
순,특급,肫,광대뼈
순,특급,郇,나라이름
순,특급,鶉,메추리
술,6급Ⅱ,術,재주
술,3급Ⅱ,述,펼
술,3급,戌,개
술,특급Ⅱ,鉥,돗바늘
숭,4급,崇,높을
숭,특급Ⅱ,嵩,산높을
숭,특급Ⅱ,崧,산높을
슬,2급,瑟,큰거문고
슬,1급,膝,무릎
슬,특급Ⅱ,蝨,이
슬,특급,璱,아름다운옥
습,6급,習,익힐
습,3급Ⅱ,濕,젖을
습,3급Ⅱ,拾,주울
습,3급Ⅱ,襲,엄습할
습,특급Ⅱ,褶,사마치
습,특급,隰,진펄
습,특급,熠,빛날
승,6급,勝,이길
승,4급Ⅱ,承,이을
승,3급Ⅱ,乘,탈
승,3급Ⅱ,昇,오를
승,3급Ⅱ,僧,중
승,2급,升,되
승,2급,繩,노끈
승,1급,丞,정승
승,특급Ⅱ,陞,오를
승,특급Ⅱ,蠅,파리
시,7급Ⅱ,時,때
